VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1MEFM50U5WA6,1,M,E,F,M,5,0,U,5,W,A,6,29,1,3,14,17,4,29,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,1,0,0,98,0,2,1,63,27,2,0,0,0,17,0,0,1,0,290429,0,14017,1998,SGL,***,4D,000000000,*,00000000000,1085,0,,3299,,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,140,66,0,0,0,0,0,63123,5,30,15,13,27,0,1
1FALP42T6RF2,1,F,A,L,P,4,2,T,6,R,F,2,29,1,1,12,3,2,29,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,12,8,13,1,64,65,13,0,0,0,17,0,0,1,0,290430,0,12003,1994,MGT,***,CP,000000000,*,00000000000,1013,0,,3258,,1,1,29,1,6,0,0,3,0,0,0,0,1,1,0,0,1,0,5,7,5,38,0,0,185,70,0,0,0,2009,2008,65803,7,24,0,14,13,4,2
1FUJA6CK87DY,1,F,U,J,A,6,C,K,8,7,D,Y,29,2,2,82,883,66,93,3,0,1,998,1,0,0,0,1,6,1,0,0,0,0,9,9,0,6,2,2,0,0,0,1,8,12,0,12,64,0,0,0,0,17,0,3,1,57,290430,0,82883,2007,COL,CON,DS,313241,D,57313241,0,0,,,8,1,0,48,1,6,6,0,3,3,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,999,999,0,0,0,2007,2007,79102,7,24,0,14,13,4,2
1Y1SK5284XZ4,1,Y,1,S,K,5,2,8,4,X,Z,4,29,1,2,20,32,4,29,5,0,0,70,1,0,0,0,0,0,0,1,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,65,64,30,65,19,17,0,0,1,0,290431,0,20032,1999,P/L,***,4D,000000000,*,00000000000,971,0,,2403,,1,0,99,9,9,9,0,9,9,0,0,0,1,99,99,99,99,99,99,99,0,0,0,0,999,999,0,0,0,9999,9999,99999,7,26,2,25,12,1,2
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,29,2,1,73,709,80,99,9,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,2,0,0,0,9,5,12,1,12,0,0,0,0,0,17,0,0,1,0,290431,0,73709,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,1,0,17,1,1,0,0,2,0,0,0,0,0,0,1,0,2,2,9,11,5,0,0,0,190,74,0,0,0,2008,2006,62226,7,26,2,25,12,1,2
1LNHM83W2XY6,1,L,N,H,M,8,3,W,2,X,Y,6,29,1,1,13,1,4,29,1,1,0,998,1,0,0,0,0,0,0,0,3,0,0,12,12,0,6,1,2,0,0,0,1,8,1,1,64,37,1,0,0,0,17,0,0,1,0,290432,0,13001,1999,CAR,***,4D,000000000,*,00000000000,1177,0,,4095,,1,0,29,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,70,0,0,0,0,0,63367,7,26,15,34,37,0,1
JA4MT31R91P0,J,A,4,M,T,3,1,R,9,1,P,0,29,1,1,52,401,14,29,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,42,1,63,42,0,0,0,0,17,0,0,1,0,290433,0,52401,2001,MNS,***,UT,000000000,*,00000000000,1073,0,,4205,,1,1,29,1,6,0,0,3,0,0,0,0,0,1,0,0,0,0,2,2,5,6,0,0,158,70,0,0,0,2009,2009,64506,7,31,22,41,42,0,1
KMHWF35H54A0,K,M,H,W,F,3,5,H,5,4,A,0,29,1,2,55,33,4,29,5,0,0,998,1,0,0,0,0,0,0,1,0,0,0,12,12,0,6,1,2,0,0,0,1,1,12,0,12,63,42,0,0,0,17,0,0,1,0,290434,0,55033,2004,SGX,***,4D,000000000,*,00000000000,1063,0,,3212,,1,1,29,1,1,0,0,2,3,99,99,99,1,0,8,0,0,1,2,3,5,36,39,0,155,68,0,0,0,2009,2007,64030,8,2,1,41,12,4,2
1FASP11J8TW1,1,F,A,S,P,1,1,J,8,T,W,1,29,2,3,12,13,3,29,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,7,7,0,6,3,2,0,0,0,1,8,12,1,12,64,46,65,0,0,17,0,0,1,0,290434,0,12013,1996,LXE,***,2H,000000000,*,00000000000,984,0,,2356,,1,0,29,1,2,0,0,2,0,0,0,0,0,0,1,0,1,2,5,4,0,0,0,0,150,69,0,0,0,2007,2007,64128,8,2,1,41,12,4,2
2GCEC19K7P11,2,G,C,E,C,1,9,K,7,P,1,1,29,1,1,20,481,31,29,1,0,0,55,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,8,34,1,63,37,67,34,0,0,17,0,0,1,0,290435,0,20481,1993,GC1,GM4,PC,000000000,G,00000000000,1415,1555,,,2,1,1,29,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,185,73,0,0,0,0,0,65775,8,2,2,30,37,0,1
2T1CF22PXXC2,2,T,1,C,F,2,2,P,X,X,C,2,29,1,1,49,44,2,29,1,0,0,55,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,3,0,0,0,1,0,8,0,8,0,0,0,0,0,17,0,0,1,0,290436,0,49044,1999,CEE,***,CP,000000000,*,00000000000,1051,0,,3230,,1,0,29,1,6,0,0,3,3,0,0,0,1,0,0,0,0,1,6,6,0,0,0,0,200,69,2,0,0,2008,2008,65803,8,2,19,30,8,0,1
JTMBD33V6851,J,T,M,B,D,3,3,V,6,8,5,1,29,1,1,49,402,14,29,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,3,0,0,0,1,0,3,1,65,64,42,3,0,0,17,0,0,1,0,290437,0,49402,2008,RG4,***,UT,000000000,*,00000000000,1047,0,,3444,,1,1,29,1,6,0,0,3,3,0,0,0,0,1,0,0,1,1,4,9,2,5,0,0,205,72,0,0,0,2009,2006,65202,8,3,22,53,42,0,1
1MEFM55S74A6,1,M,E,F,M,5,5,S,7,4,A,6,29,1,1,14,17,4,29,1,0,0,65,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,5,12,0,63,12,0,0,0,0,17,0,0,1,0,290438,0,14017,2004,SLP,***,4D,000000000,*,00000000000,1085,0,,3369,,1,0,29,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,66,0,0,0,0,0,64855,8,4,5,36,12,1,3
1FTHF26H9KLA,1,F,T,H,F,2,6,H,9,K,L,A,29,2,2,12,481,31,40,2,0,0,65,1,0,0,0,0,0,0,1,0,0,0,12,12,0,4,1,1,0,0,0,1,5,12,0,12,65,0,0,0,0,17,0,0,1,0,290438,0,12481,1989,F25,COF,PK,000000000,G,00000000000,1330,0,,,2,1,1,29,1,1,0,0,2,0,99,99,99,0,0,1,0,0,0,4,4,5,0,0,0,200,75,0,0,0,2009,2009,64834,8,4,5,36,12,1,3
JH2RC0409BM2,J,H,2,R,C,0,4,0,9,B,M,2,29,3,1,37,705,80,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,99,0,6,2,2,0,0,0,4,0,12,1,12,65,64,12,0,0,17,0,0,1,0,290438,0,37705,1981,C7F,***,RS,000000000,*,00000000000,,,749,,,1,0,29,1,2,0,0,2,0,0,0,0,0,0,9,2,0,0,4,8,0,0,0,0,198,68,0,0,0,2009,2008,64801,8,4,5,36,12,1,3
2FALP71W7VX2,2,F,A,L,P,7,1,W,7,V,X,2,29,1,1,12,16,4,29,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,1,0,0,0,1,3,8,0,8,0,0,0,0,0,17,0,0,1,0,290439,0,12016,1997,CVP,***,4D,000000000,*,00000000000,1144,0,,0,,1,0,29,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,62,0,0,0,0,0,65685,8,6,11,50,8,0,1
1J4GZ58S3VC7,1,J,4,G,Z,5,8,S,3,V,C,7,29,1,1,2,404,14,29,1,1,0,80,1,0,0,0,0,0,0,0,3,0,0,12,12,0,6,1,2,0,0,0,16,0,1,1,12,64,25,1,0,0,17,0,0,1,0,290440,0,2404,1997,LRT,GCK,4W,000000000,G,00000000000,1059,0,,,1,1,0,29,1,6,0,0,3,0,0,0,0,1,2,1,0,1,0,6,12,6,28,0,0,107,60,0,0,0,2009,2008,63089,8,6,18,5,12,1,2
3GNEC16Z83G2,3,G,N,E,C,1,6,Z,8,3,G,2,29,2,7,20,431,16,48,1,0,0,65,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,1,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,290440,0,20431,2003,C15,***,UT,000000000,*,00000000000,1300,0,,4914,,1,0,48,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,75035,8,6,18,5,12,1,2
2GCEK19K8R13,2,G,C,E,K,1,9,K,8,R,1,3,29,1,1,20,481,31,29,2,1,0,50,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,1,8,1,1,63,37,1,0,0,0,17,0,0,1,0,290441,0,20481,1994,GK1,GM4,PC,000000000,G,00000000000,1415,1555,,,2,1,1,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,200,67,0,0,0,0,0,64667,8,6,21,0,37,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,29,1,1,99,999,99,99,9,0,0,999,1,0,0,0,0,0,0,1,0,0,0,99,99,0,2,1,1,0,0,0,1,0,8,0,8,0,0,0,0,0,17,0,0,1,0,290442,0,99999,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,1,0,99,9,9,9,0,9,9,99,99,99,9,99,99,99,99,99,99,99,6,38,90,0,999,999,0,0,0,9999,9999,99999,6,27,1,27,8,0,1
4S3BK425XT73,4,S,3,B,K,4,2,5,X,T,7,3,29,1,1,48,34,5,29,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,3,0,0,0,1,0,15,0,15,0,0,0,0,0,17,0,0,1,0,290443,0,48034,1996,UBR,***,SW,000000000,*,00000000000,1035,0,,2895,,1,0,29,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,150,66,0,0,0,0,0,64086,7,5,12,57,15,0,1
SALTL1543YA2,S,A,L,T,L,1,5,4,3,Y,A,2,29,1,1,62,401,14,29,2,1,0,998,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,16,0,42,1,63,38,1,42,0,0,17,0,0,1,0,290444,0,62401,2000,DII,DIS,4W,000000000,G,00000000000,1000,0,,,2,1,0,29,1,6,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,140,68,0,0,0,0,0,63119,7,8,16,40,38,0,1
2B3KA43R68H1,2,B,3,K,A,4,3,R,6,8,H,1,29,1,2,7,24,4,29,1,0,0,55,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,2,4,8,0,8,0,0,0,0,0,17,0,0,1,0,290445,0,7024,2008,CHA,***,4D,000000000,*,00000000000,1200,0,,3727,,1,0,29,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,68,0,0,0,0,0,63133,8,1,0,16,8,0,1
1GHDX03E9YD2,1,G,H,D,X,0,3,E,9,Y,D,2,29,1,1,21,441,20,29,1,2,0,60,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,17,0,37,1,63,37,1,0,0,0,17,0,0,1,0,290446,0,21441,2000,SIL,SIL,ES,000000000,G,00000000000,1200,0,,,1,1,1,29,1,6,0,0,3,0,0,0,0,0,0,1,0,0,0,9,9,5,0,0,0,190,70,0,0,0,2008,2008,64085,8,7,18,30,37,0,1
WDBFA67F5VF1,W,D,B,F,A,6,7,F,5,V,F,1,29,1,2,42,44,2,20,2,0,0,100,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,8,42,1,63,53,42,37,0,0,17,0,0,1,0,290447,0,42044,1997,SL5,***,RD,000000000,*,00000000000,990,0,,4045,,1,1,20,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,135,67,0,0,0,0,0,66085,8,7,22,35,53,0,1
1GCHK24U02E2,1,G,C,H,K,2,4,U,0,2,E,2,29,1,1,20,481,31,29,2,0,0,55,1,0,0,0,0,0,0,0,0,0,0,2,2,0,6,2,2,0,0,0,1,5,12,0,12,65,63,0,0,0,17,0,0,1,0,290448,0,20481,2002,2KH,SIL,PK,000000000,G,00000000000,1330,0,,,2,1,0,29,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,64,0,0,0,0,0,63435,8,8,15,0,12,5,2
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,29,2,1,37,733,90,0,0,1,0,40,1,0,0,0,0,0,0,0,1,0,0,12,12,0,6,1,2,0,0,0,1,0,12,1,12,1,63,0,0,0,17,0,0,1,0,290448,0,37733,1997,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,1,1,19,1,2,0,0,2,0,0,0,0,0,0,4,0,0,2,4,7,5,39,0,0,185,72,0,0,0,2009,2008,52627,8,8,15,0,12,5,2
1P3XP64K7MN6,1,P,3,X,P,6,4,K,7,M,N,6,29,1,1,9,17,3,29,2,2,0,55,1,0,0,0,0,0,0,0,5,0,0,11,11,0,6,1,2,0,0,0,1,0,1,1,65,63,34,67,1,0,17,0,0,1,0,290449,0,9017,1991,SUR,***,2H,000000000,*,00000000000,970,0,,2625,,1,0,29,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,69,0,0,0,0,0,64402,8,8,23,46,34,0,1
1D8GP45R65B3,1,D,8,G,P,4,5,R,6,5,B,3,29,1,1,7,442,20,29,1,1,0,55,1,0,0,0,0,0,0,0,5,0,0,7,7,0,6,1,2,1,0,0,17,1,2,1,65,64,27,32,1,2,17,0,0,1,0,290450,0,7442,2005,CAR,***,SV,000000000,*,00000000000,1133,0,,3845,,1,0,29,1,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,75,0,0,0,0,0,63957,8,8,13,50,27,0,1
1FTJX35F0SKB,1,F,T,J,X,3,5,F,0,S,K,B,29,1,2,12,481,31,29,2,0,0,55,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,0,12,0,65,12,0,0,0,0,17,0,0,1,0,290451,0,12481,1995,F35,COF,PS,000000000,D,00000000000,1550,0,,,2,1,0,29,1,6,0,0,3,3,3,0,0,1,1,0,0,0,0,9,9,28,0,0,0,215,73,0,0,0,2007,2007,65653,8,9,12,39,12,2,2
1GNDV23E05D1,1,G,N,D,V,2,3,E,0,5,D,1,29,2,1,20,443,20,29,1,0,0,40,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,17,0,12,1,12,0,0,0,0,0,17,0,0,1,0,290451,0,20443,2005,VLS,VTR,ES,000000000,G,00000000000,1200,0,,,1,1,0,29,1,6,0,0,3,3,0,0,0,0,1,0,0,0,1,6,6,0,0,0,0,180,68,0,0,0,2007,2007,65669,8,9,12,39,12,2,2
1HD1FCW17YY6,1,H,D,1,F,C,W,1,7,Y,Y,6,29,1,2,72,706,80,29,1,0,0,55,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,8,1,1,11,63,1,63,0,0,17,0,0,1,0,290452,0,72706,2000,FLU,***,RS,000000000,*,00000000000,,,1450,,,1,0,29,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,66,0,0,0,0,0,63028,8,10,10,58,11,0,1
1GCCS14X0381,1,G,C,C,S,1,4,X,0,3,8,1,29,1,1,20,471,30,29,1,2,0,70,1,0,0,0,0,0,0,0,1,0,0,11,11,0,6,1,2,0,0,0,17,4,1,1,64,1,37,63,24,0,17,0,0,1,0,290453,0,20471,2003,S14,S,PK,000000000,G,00000000000,1083,0,,,1,1,0,29,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,275,70,0,0,0,0,0,64730,8,11,14,54,1,0,1
4UF03ATV73T2,4,U,F,0,3,A,T,V,7,3,T,2,29,1,1,98,739,90,29,1,9,0,20,1,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0,1,8,1,1,1,0,0,0,0,0,17,0,0,1,0,290454,0,98739,2003,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,1,0,29,1,6,0,0,3,0,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,140,62,0,0,0,2007,2007,63937,4,15,16,0,1,0,1
1G1ZT51F76F1,1,G,1,Z,T,5,1,F,7,6,F,1,29,1,1,20,37,4,29,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,1,12,65,64,29,0,0,17,0,0,1,0,290455,0,20037,2006,MLT,***,4D,000000000,*,00000000000,1063,0,,3316,,1,0,29,1,6,0,0,3,3,0,0,0,0,1,0,0,0,1,2,6,2,0,0,0,140,76,0,0,0,2008,2007,64128,5,14,14,15,12,1,2
2G1WT58K9791,2,G,1,W,T,5,8,K,9,7,9,1,29,2,1,20,2,4,0,0,0,0,998,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,290455,0,20002,2007,IMT,***,4D,000000000,*,00000000000,1105,0,,3674,,1,0,29,1,6,0,0,3,0,0,0,0,0,0,0,0,2,0,11,11,0,0,0,0,220,73,0,0,0,2006,2006,64127,5,14,14,15,12,1,2
KNDJA7238Y56,K,N,D,J,A,7,2,3,8,Y,5,6,29,1,1,63,401,14,29,1,1,0,16,1,0,0,0,0,0,0,0,1,0,0,10,10,0,6,2,2,0,1,0,13,1,1,1,12,63,1,0,0,0,17,0,0,1,0,290456,0,63401,2000,SPO,***,UT,000000000,*,00000000000,1043,0,,3352,,1,0,29,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,0,200,69,0,0,0,0,0,65202,6,24,15,4,12,5,2
1FACP57U8MA2,1,F,A,C,P,5,7,U,8,M,A,2,29,2,1,12,17,6,29,1,0,0,38,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,5,12,0,65,12,64,0,0,0,17,0,0,1,0,290456,0,12017,1991,TAG,***,SW,000000000,*,00000000000,1060,0,,3283,,1,0,29,1,6,0,0,3,3,0,0,0,0,2,0,0,0,0,4,4,0,0,0,0,285,70,0,0,0,2009,2008,65202,6,24,15,4,12,5,2
JH2SC45076M6,J,H,2,S,C,4,5,0,7,6,M,6,29,1,1,37,706,80,29,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,8,31,1,65,64,33,31,0,0,17,0,0,1,0,290457,0,37706,2006,RV1,***,RS,000000000,*,00000000000,,,999,,,1,1,12,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,999,71,0,0,0,0,0,64083,6,29,12,21,33,0,1
1HD1BZB126Y0,1,H,D,1,B,Z,B,1,2,6,Y,0,29,1,1,72,706,80,29,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,8,8,0,6,1,2,0,0,0,17,0,27,1,65,64,27,67,0,0,17,0,0,1,0,290458,0,72706,2006,XTS,***,RS,000000000,*,00000000000,,,1450,,,1,0,29,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170,71,1,0,0,0,0,63357,7,12,23,30,27,0,1
1FMYU60EX2UC,1,F,M,Y,U,6,0,E,X,2,U,C,29,1,3,12,401,14,29,2,1,0,998,1,0,0,0,0,0,0,0,2,0,0,3,12,0,6,1,2,0,0,0,5,4,1,1,63,23,12,64,25,1,17,0,0,1,0,290459,0,12401,2002,EPR,***,UT,000000000,*,00000000000,1018,0,,3860,,1,0,29,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,35,58,0,0,110,69,0,0,0,0,0,63120,7,25,12,15,23,0,2
1J4GW48N34C1,1,J,4,G,W,4,8,N,3,4,C,1,29,2,2,2,404,14,39,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,3,2,0,0,0,1,0,12,0,12,64,25,0,0,0,17,0,0,1,0,290459,0,2404,2004,LCF,GCK,4W,000000000,G,00000000000,1059,0,,,1,1,0,39,1,6,0,0,3,0,0,0,0,0,0,0,0,2,0,6,9,0,0,0,0,165,69,0,0,0,2007,2006,45601,7,25,12,15,23,0,2
1GCEK14T4XE1,1,G,C,E,K,1,4,T,4,X,E,1,29,1,1,20,481,31,29,2,0,0,55,1,0,0,0,0,0,0,0,0,0,0,1,12,0,6,1,2,0,0,0,1,8,42,1,63,65,64,42,42,0,17,0,0,1,0,290460,0,20481,1999,SK1,SIL,PK,000000000,G,00000000000,1190,1330,,,2,1,1,29,2,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,73,0,0,145,70,0,0,0,0,0,63361,8,7,4,30,42,0,1
5J11MBJBX7W0,5,J,1,1,M,B,J,B,X,7,W,0,29,1,1,98,709,80,29,1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,3,0,0,0,17,8,34,1,63,34,0,0,0,0,17,0,0,1,0,290461,0,98709,2007,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,1,1,29,1,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,210,73,0,0,0,0,0,65063,8,8,0,1,34,0,1
1D7HU18N45S2,1,D,7,H,U,1,8,N,4,5,S,2,29,1,1,7,482,31,29,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,8,12,0,12,0,0,0,0,0,17,0,0,1,0,290462,0,7482,2005,SQ1,RPC,CW,000000000,G,00000000000,1405,1605,,,2,1,0,29,1,6,0,0,3,0,0,0,0,0,0,0,0,1,0,9,9,39,0,0,0,195,71,0,0,0,2006,2006,64763,8,12,19,10,12,5,2
2B4FP2533XR2,2,B,4,F,P,2,5,3,3,X,R,2,29,2,2,7,442,20,29,1,0,0,998,1,0,0,0,0,0,0,0,0,0,0,1,12,0,6,3,2,0,0,0,1,8,29,1,12,65,64,29,0,0,17,0,0,1,0,290462,0,7442,1999,CAR,***,SV,000000000,*,00000000000,1133,0,,3415,,1,0,29,1,6,0,0,3,0,0,0,0,0,1,0,0,0,0,6,6,0,0,0,0,160,69,0,0,0,2007,2007,64735,8,12,19,10,12,5,2
WDBKK65F72F2,W,D,B,K,K,6,5,F,7,2,F,2,29,1,1,42,45,1,92,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,1,2,0,0,0,17,1,42,1,65,64,42,38,0,0,17,0,0,1,0,290463,0,42045,2002,SK3,***,RD,000000000,*,00000000000,946,0,,3030,,1,1,29,1,6,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,5,6,0,0,125,68,0,0,0,0,0,65613,8,12,20,25,42,0,1
1D4HS48NX3F5,1,D,4,H,S,4,8,N,X,3,F,5,29,1,1,7,402,14,29,2,0,0,998,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,1,8,0,63,8,18,14,31,0,17,0,0,1,0,290464,0,7402,2003,DUR,***,UT,000000000,*,00000000000,1160,0,,4606,,1,1,29,1,6,0,0,3,0,1,4,0,1,0,2,1,0,0,10,9,5,6,36,91,107,65,0,0,0,2008,2008,65233,8,14,10,5,8,0,1
1FAFP34N95W1,1,F,A,F,P,3,4,N,9,5,W,1,29,1,2,12,37,4,29,2,0,0,60,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,5,30,1,63,65,64,30,42,67,17,0,0,1,0,290465,0,12037,2005,ZX4,***,4D,000000000,*,00000000000,1030,0,,2677,,1,0,29,2,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,5,58,73,0,218,67,0,0,0,0,0,64138,8,15,15,20,30,0,1
1GKDT13W6T25,1,G,K,D,T,1,3,W,6,T,2,5,29,1,1,23,471,30,29,2,1,0,55,1,0,0,0,0,0,0,0,5,0,0,9,9,0,6,1,2,0,0,0,1,8,1,1,65,64,1,38,1,0,17,0,0,1,0,290466,0,23471,1996,JMY,JMY,4W,000000000,G,00000000000,1070,0,,,1,1,1,29,1,2,0,0,2,3,0,0,0,0,0,3,1,0,0,2,6,5,0,0,0,180,68,0,0,0,2009,2007,63334,8,16,2,20,1,0,1
1G1NE52J2161,1,G,1,N,E,5,2,J,2,1,6,1,29,1,1,20,37,4,29,1,1,0,50,1,0,0,0,0,0,0,0,5,0,0,6,6,0,6,1,2,0,0,0,17,4,1,1,63,65,64,35,1,0,17,0,0,1,0,290467,0,20037,2001,M/L,***,4D,000000000,*,00000000000,1070,0,,3051,,1,0,29,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,160,65,0,0,0,0,0,65560,8,16,9,40,35,0,1
1HGCG165XXA0,1,H,G,C,G,1,6,5,X,X,A,0,29,1,2,37,32,4,92,0,1,0,55,1,0,0,0,0,0,0,0,5,0,0,14,14,0,6,1,2,0,0,0,17,8,1,1,65,64,32,32,1,0,17,0,0,1,0,290468,0,37032,1999,UEX,***,4D,000000000,*,00000000000,1069,0,,3285,,1,1,29,1,6,0,0,3,0,0,0,0,1,1,0,0,0,0,6,6,5,0,0,0,170,70,0,0,0,2008,2008,65806,8,16,16,30,32,0,1
2FAPP36X1PB1,2,F,A,P,P,3,6,X,1,P,B,1,29,1,3,12,15,4,29,1,1,0,55,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,17,8,1,1,63,32,1,34,0,0,17,0,0,1,0,290469,0,12015,1993,TGL,***,4D,000000000,*,00000000000,999,0,,2600,,1,0,29,1,6,0,0,3,0,0,0,0,1,0,1,0,0,0,2,2,5,0,0,0,115,66,0,0,0,2008,2008,64776,8,17,12,20,32,0,1
