STATE,VEH_NO,PER_NO,N_MOT_NO,AGE,SEX,PER_TYP,SEAT_POS,REST_USE,AIR_BAG,EJECTION,EJ_PATH,EXTRICAT,LOCATION,DRINKING,ALC_DET,ATST_TYP,ALC_RES,ALC_STATUS,DRUGS,DSTATUS,DRUG_DET,DRUGTST1,DRUGRES1,DRUGTST2,DRUGRES2,DRUGTST3,DRUGRES3,INJ_SEV,HOSPITAL,DEATH_MO,DEATH_DA,DEATH_HR,DEATH_MN,LAG_HRS,LAG_MINS,RACE,HISPANIC,P_CF1,P_CF2,P_CF3,WORK_INJ,DOA,ST_CASE,DEATH_YR,DEATH_TM,CERT_NO,MAKE,BODY_TYP,ROLLOVER,TOW_VEH,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,IMPACTS,FIRE_EXP,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,COUNTY,MONTH,DAY,HOUR,MINUTE,ROAD_FNC,HARM_EV,MAN_COLL,SCH_BUS,VE_FORMS
12,1,1,0,19,1,1,11,0,20,0,0,0,0,0,1,1,0,2,1,2,1,1,695,0,0,0,0,4,0,1,19,11,36,7,6,1,7,0,0,0,0,7,120630,2009,1136,************,49,4,2,0,0,0,14,13,1,0,49040,1983,CLE,***,4D,1024,0,,2326,,111,1,19,4,30,6,35,0,0,1
12,1,2,0,17,1,2,13,0,20,0,0,0,0,0,1,1,0,2,1,2,1,1,695,0,0,0,0,4,0,1,20,9,45,29,15,1,7,0,0,0,0,7,120630,2009,945,************,49,4,2,0,0,0,14,13,1,0,49040,1983,CLE,***,4D,1024,0,,2326,,111,1,19,4,30,6,35,0,0,1
12,0,1,1,57,1,6,0,0,0,8,0,0,13,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,1,1,20,17,10,0,40,1,7,27,38,0,0,0,120631,2009,1710,************,,,,,,,,,,,,,,,,,,,,,11,1,20,16,30,13,9,0,0,1
12,1,1,0,32,2,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120631,8888,8888,************,49,4,0,0,0,0,12,12,1,0,49032,1999,UVL,***,4D,970,0,,2414,,11,1,20,16,30,13,9,0,0,1
12,1,2,0,10,2,2,13,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120631,8888,8888,************,49,4,0,0,0,0,12,12,1,0,49032,1999,UVL,***,4D,970,0,,2414,,11,1,20,16,30,13,9,0,0,1
12,1,1,0,56,2,1,11,99,1,0,0,0,0,8,9,99,99,9,8,0,8,0,0,0,0,0,0,4,1,1,21,20,16,0,44,1,7,0,0,0,0,0,120632,2009,2016,************,13,4,0,0,0,0,12,9,1,0,13001,2000,SIG,***,4D,1177,0,,4075,,11,1,21,19,32,14,43,0,0,1
12,0,1,1,54,1,5,0,0,0,8,0,0,11,1,1,1,26,2,0,2,1,1,1,0,0,0,0,4,1,1,23,22,44,3,57,1,7,38,0,0,0,0,120633,2009,2244,************,,,,,,,,,,,,,,,,,,,,,103,1,23,18,47,13,8,0,0,1
12,1,1,0,39,1,1,11,3,20,0,0,0,0,8,9,99,99,9,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120633,8888,8888,************,12,31,0,0,0,0,12,12,1,0,12481,2000,F15,COF,4C,1385,1571,,,2,103,1,23,18,47,13,8,0,0,1
12,1,2,0,11,1,2,13,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120633,8888,8888,************,12,31,0,0,0,0,12,12,1,0,12481,2000,F15,COF,4C,1385,1571,,,2,103,1,23,18,47,13,8,0,0,1
12,1,3,0,12,1,2,23,3,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120633,8888,8888,************,12,31,0,0,0,0,12,12,1,0,12481,2000,F15,COF,4C,1385,1571,,,2,103,1,23,18,47,13,8,0,0,1
12,0,1,1,58,1,5,0,0,0,8,0,0,4,1,1,1,27,2,1,2,1,1,304,1,321,1,351,4,0,1,30,20,52,0,0,1,7,38,0,0,0,7,120634,2009,2052,************,,,,,,,,,,,,,,,,,,,,,11,1,30,20,52,15,8,0,0,1
12,1,1,0,51,1,1,11,3,99,0,0,0,0,8,9,99,99,9,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120634,8888,8888,************,12,4,0,0,0,0,1,1,1,0,12016,2000,CVP,***,4D,1147,0,,0,,11,1,30,20,52,15,8,0,0,1
12,1,1,0,66,1,1,11,0,0,8,0,0,0,0,1,1,0,2,0,2,1,1,1,0,0,0,0,4,1,1,31,16,2,1,38,1,7,0,0,0,0,0,120635,2009,1602,************,98,80,0,0,0,0,6,6,2,0,98709,2008,999,999,99,9999,9999,9999,9999,9,57,1,31,14,24,6,12,1,0,2
12,2,1,0,28,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120635,8888,8888,************,98,60,0,0,9,0,12,12,1,0,98808,2006,UD8,UDS,TB,0,0,,,5,57,1,31,14,24,6,12,1,0,2
12,0,1,1,65,1,6,0,0,0,8,0,0,2,0,1,1,0,2,0,2,1,1,1,0,0,0,0,4,1,2,10,3,50,184,50,1,7,0,0,0,0,0,120636,2009,350,************,,,,,,,,,,,,,,,,,,,,,57,2,2,11,0,13,9,0,0,1
12,1,1,0,20,2,1,11,3,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,1,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120636,8888,8888,************,21,4,0,0,0,0,12,12,1,0,21020,1994,SUS,***,4D,1075,0,,3137,,57,2,2,11,0,13,9,0,0,1
12,0,1,1,46,1,5,0,0,0,8,0,0,11,1,1,1,16,2,0,2,1,1,1,0,0,0,0,4,1,2,7,11,2,0,41,1,7,38,0,0,0,0,120637,2009,1102,************,,,,,,,,,,,,,,,,,,,,,57,2,7,10,21,16,8,0,0,1
12,1,1,0,42,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120637,8888,8888,************,12,4,0,0,8,0,12,12,1,0,12016,2008,CVP,***,4D,1146,0,,0,,57,2,7,10,21,16,8,0,0,1
12,0,1,1,33,2,5,0,0,0,8,0,0,2,0,1,1,0,2,1,2,1,1,402,0,0,0,0,4,1,2,8,22,0,1,34,1,7,0,0,0,0,0,120638,2009,2200,************,,,,,,,,,,,,,,,,,,,,,57,2,8,20,26,16,8,0,0,1
12,1,1,0,16,2,1,11,99,99,1,9,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120638,8888,8888,************,35,6,0,0,0,0,12,12,1,0,35049,2007,MUR,***,UT,1112,0,,3723,,57,2,8,20,26,16,8,0,0,1
12,1,1,0,22,1,1,11,5,0,8,0,0,0,0,1,1,0,2,0,2,1,1,1,0,0,0,0,4,1,2,10,17,22,4,14,1,7,0,0,0,0,0,120639,2009,1722,************,76,80,0,0,0,0,13,13,1,0,76705,2005,FSZ,***,RS,,,600,,,57,2,10,13,8,16,12,11,0,3
12,2,1,0,35,1,1,11,3,1,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120639,8888,8888,************,49,14,0,0,0,0,3,4,2,0,49402,2008,RG4,***,UT,1047,0,,3300,,57,2,10,13,8,16,12,11,0,3
12,3,1,0,76,2,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120639,8888,8888,************,59,4,0,0,0,0,12,12,1,0,59032,2001,L43,***,4D,1152,0,,3957,,57,2,10,13,8,16,12,11,0,3
12,0,1,1,39,1,5,0,0,0,8,0,0,18,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,0,2,13,2,44,999,99,1,7,0,0,0,0,7,120640,2009,244,************,,,,,,,,,,,,,,,,,,,,,11,2,13,99,99,14,8,0,0,1
12,0,2,1,48,1,5,0,0,0,8,0,0,18,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,0,2,13,2,44,999,99,1,7,0,0,0,0,7,120640,2009,244,************,,,,,,,,,,,,,,,,,,,,,11,2,13,99,99,14,8,0,0,1
12,1,1,0,999,9,1,11,99,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120640,8888,8888,************,99,99,0,0,0,0,12,12,1,0,99999,9999,999,999,99,9999,9999,9999,9999,9,11,2,13,99,99,14,8,0,0,1
12,0,1,1,71,2,5,0,0,0,8,0,0,11,0,1,1,0,2,0,2,1,1,1,0,0,0,0,4,1,2,13,19,16,0,31,1,7,0,0,0,0,0,120641,2009,1916,************,,,,,,,,,,,,,,,,,,,,,57,2,13,18,45,14,8,0,0,1
12,1,1,0,62,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120641,8888,8888,************,20,15,0,0,0,0,12,12,1,0,20421,2006,KTA,***,UT,1160,0,,5210,,57,2,13,18,45,14,8,0,0,1
12,1,1,0,78,2,1,11,3,1,0,0,0,0,0,1,1,0,2,0,2,1,1,1,0,0,0,0,4,0,2,14,17,13,999,99,1,7,0,0,0,0,7,120642,2009,1713,************,49,4,0,0,0,0,10,10,2,0,49040,2006,UXS,***,4D,1071,0,,3108,,105,2,14,99,99,13,12,5,0,2
12,1,2,0,84,1,2,13,3,1,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,1,2,14,19,25,999,99,1,7,0,0,0,0,0,120642,2009,1925,************,49,4,0,0,0,0,10,10,2,0,49040,2006,UXS,***,4D,1071,0,,3108,,105,2,14,99,99,13,12,5,0,2
12,2,1,0,21,1,1,11,3,1,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,1,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120642,8888,8888,************,52,4,0,0,0,0,12,12,1,0,52046,2006,LEV,***,4D,1033,0,,3263,,105,2,14,99,99,13,12,5,0,2
12,1,1,0,33,1,1,11,3,9,0,0,0,0,1,1,1,0,2,1,2,1,1,295,0,0,0,0,3,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120643,8888,8888,************,7,20,0,0,0,0,12,12,1,0,7442,1993,CAR,***,SV,1190,0,,3476,,57,2,17,23,26,6,12,2,0,2
12,1,2,0,30,1,2,13,3,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,0,2,17,23,26,0,0,1,6,0,0,0,0,7,120643,2009,2326,************,7,20,0,0,0,0,12,12,1,0,7442,1993,CAR,***,SV,1190,0,,3476,,57,2,17,23,26,6,12,2,0,2
12,1,3,0,20,1,2,99,0,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,1,3,2,9,12,297,46,1,1,0,0,0,0,0,120643,2009,912,************,7,20,0,0,0,0,12,12,1,0,7442,1993,CAR,***,SV,1190,0,,3476,,57,2,17,23,26,6,12,2,0,2
12,1,4,0,21,1,2,99,0,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,3,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120643,8888,8888,************,7,20,0,0,0,0,12,12,1,0,7442,1993,CAR,***,SV,1190,0,,3476,,57,2,17,23,26,6,12,2,0,2
12,2,1,0,40,1,1,11,3,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120643,8888,8888,************,86,66,0,1,0,0,12,12,2,0,86881,2004,CX6,600,DS,0,0,,,8,57,2,17,23,26,6,12,2,0,2
12,1,1,0,26,2,1,11,3,20,0,0,0,0,0,1,1,0,2,0,2,1,1,1,0,0,0,0,3,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120644,8888,8888,************,20,4,0,0,0,0,9,9,2,0,20037,2000,M/L,***,4D,1070,0,,3077,,103,2,25,0,42,16,12,5,0,2
12,2,1,0,53,1,1,11,0,0,8,0,0,0,1,1,1,12,2,0,2,1,1,1,0,0,0,0,4,0,2,25,0,59,0,17,1,7,0,0,0,0,7,120644,2009,59,************,37,80,0,0,0,0,12,12,1,0,37705,2005,T7D,***,RS,,,745,,,103,2,25,0,42,16,12,5,0,2
12,1,1,0,23,1,1,11,3,9,0,0,0,0,1,1,1,2,2,0,2,1,1,1,0,0,0,0,4,0,3,4,0,25,0,0,1,7,0,0,0,0,7,120645,2009,25,************,12,4,0,0,0,0,9,9,2,0,12017,1999,TSE,***,4D,1085,0,,3353,,5,3,4,0,25,13,12,5,0,2
12,2,1,0,23,1,1,11,3,9,0,0,0,0,0,1,1,0,2,0,2,1,1,1,0,0,0,0,1,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120645,8888,8888,************,20,14,0,0,0,0,12,12,1,0,20401,2002,TRL,***,UT,1130,0,,4442,,5,3,4,0,25,13,12,5,0,2
12,1,1,0,20,1,1,11,3,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120646,8888,8888,************,14,4,0,0,0,0,11,11,1,0,14006,1997,GMG,***,4D,1144,0,,3792,,81,3,6,14,50,16,12,3,0,2
12,2,1,0,42,1,1,11,0,0,8,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,3,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120646,8888,8888,************,53,80,0,0,0,0,1,1,2,0,53706,2000,GXR,***,RS,,,1299,,,81,3,6,14,50,16,12,3,0,2
12,2,2,0,39,2,2,21,0,0,8,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,0,3,6,14,58,0,8,2,7,0,0,0,0,7,120646,2009,1458,************,53,80,0,0,0,0,1,1,2,0,53706,2000,GXR,***,RS,,,1299,,,81,3,6,14,50,16,12,3,0,2
12,1,1,0,33,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,2,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120647,8888,8888,************,12,3,0,0,0,0,12,12,1,0,12018,1995,PBS,***,2H,1028,0,,2690,,99,3,7,7,11,6,12,3,0,2
12,1,2,0,30,2,2,13,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,0,3,7,7,11,0,0,1,6,0,0,0,0,7,120647,2009,711,************,12,3,0,0,0,0,12,12,1,0,12018,1995,PBS,***,2H,1028,0,,2690,,99,3,7,7,11,6,12,3,0,2
12,2,1,0,39,1,1,11,3,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,3,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120647,8888,8888,************,49,14,0,0,0,0,11,11,2,0,49401,2004,RUN,***,UT,1098,0,,4065,,99,3,7,7,11,6,12,3,0,2
12,1,1,0,22,1,1,11,0,99,1,9,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,1,3,12,18,20,109,23,1,7,0,0,0,0,0,120648,2009,1820,************,49,14,1,0,0,0,12,12,1,0,49401,2001,RUN,***,UT,1053,0,,3600,,31,3,8,4,57,14,33,0,0,1
12,1,1,0,24,1,1,11,0,99,0,0,0,0,1,1,1,10,2,1,2,1,1,407,0,0,0,0,4,0,3,12,3,20,0,1,2,7,0,0,0,0,7,120649,2009,320,************,49,3,0,0,0,0,1,1,1,0,49050,2006,SXC,***,LB,1063,0,,2905,,57,3,12,3,19,16,19,0,0,1
12,1,2,0,24,1,2,13,0,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,0,3,12,3,20,0,1,2,7,0,0,0,0,7,120649,2009,320,************,49,3,0,0,0,0,1,1,1,0,49050,2006,SXC,***,LB,1063,0,,2905,,57,3,12,3,19,16,19,0,0,1
12,1,3,0,21,1,2,21,0,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,2,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120649,8888,8888,************,49,3,0,0,0,0,1,1,1,0,49050,2006,SXC,***,LB,1063,0,,2905,,57,3,12,3,19,16,19,0,0,1
12,1,4,0,15,1,2,22,0,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,2,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120649,8888,8888,************,49,3,0,0,0,0,1,1,1,0,49050,2006,SXC,***,LB,1063,0,,2905,,57,3,12,3,19,16,19,0,0,1
12,0,1,1,53,1,5,0,0,0,8,0,0,11,1,1,1,35,2,1,2,1,1,402,0,0,0,0,4,0,3,13,20,47,0,0,1,7,38,0,0,0,7,120650,2009,2047,************,,,,,,,,,,,,,,,,,,,,,57,3,13,20,47,6,8,0,0,1
12,1,1,0,30,2,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120650,8888,8888,************,7,31,0,0,0,0,11,11,1,0,7482,2004,SQ1,RPC,CW,1405,1605,,,2,57,3,13,20,47,6,8,0,0,1
12,1,2,0,10,1,2,13,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120650,8888,8888,************,7,31,0,0,0,0,11,11,1,0,7482,2004,SQ1,RPC,CW,1405,1605,,,2,57,3,13,20,47,6,8,0,0,1
12,1,3,0,7,1,2,21,99,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120650,8888,8888,************,7,31,0,0,0,0,11,11,1,0,7482,2004,SQ1,RPC,CW,1405,1605,,,2,57,3,13,20,47,6,8,0,0,1
12,1,4,0,4,2,2,22,99,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120650,8888,8888,************,7,31,0,0,0,0,11,11,1,0,7482,2004,SQ1,RPC,CW,1405,1605,,,2,57,3,13,20,47,6,8,0,0,1
12,0,1,1,47,1,5,0,0,0,8,0,0,11,8,9,99,99,9,8,0,8,0,0,0,0,0,0,4,0,3,14,21,38,0,21,2,7,0,0,0,0,7,120651,2009,2138,************,,,,,,,,,,,,,,,,,,,,,1,3,14,21,17,2,8,0,0,1
12,1,1,0,57,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120651,8888,8888,************,49,4,0,0,0,0,12,12,1,0,49040,1997,UEX,***,4D,1051,0,,2976,,1,3,14,21,17,2,8,0,0,1
12,1,2,0,10,1,2,13,3,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120651,8888,8888,************,49,4,0,0,0,0,12,12,1,0,49040,1997,UEX,***,4D,1051,0,,2976,,1,3,14,21,17,2,8,0,0,1
12,1,1,0,999,9,1,11,99,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120652,8888,8888,************,99,99,0,0,0,0,12,12,1,0,99999,9999,999,999,99,9999,9999,9999,9999,9,86,3,15,2,55,16,12,5,0,2
12,2,1,0,64,1,1,11,0,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,1,3,15,17,23,14,28,1,4,0,0,0,0,0,120652,2009,1723,************,24,4,0,0,0,0,9,9,2,0,24001,1996,SSL,***,4D,1024,0,,0,,86,3,15,2,55,16,12,5,0,2
12,1,1,0,75,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120653,8888,8888,************,14,4,0,0,0,0,12,14,1,0,14006,1999,GMG,***,4D,1147,0,,3917,,103,3,16,20,48,16,12,1,0,3
12,2,1,0,45,1,1,11,3,99,0,0,0,0,0,1,1,3,2,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120653,8888,8888,************,12,15,0,0,0,0,6,6,2,0,12421,1989,BRO,***,UT,1047,0,,4348,,103,3,16,20,48,16,12,1,0,3
12,2,2,0,36,2,2,13,3,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120653,8888,8888,************,12,15,0,0,0,0,6,6,2,0,12421,1989,BRO,***,UT,1047,0,,4348,,103,3,16,20,48,16,12,1,0,3
12,2,3,0,7,2,2,22,0,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120653,8888,8888,************,12,15,0,0,0,0,6,6,2,0,12421,1989,BRO,***,UT,1047,0,,4348,,103,3,16,20,48,16,12,1,0,3
12,3,1,0,51,1,1,11,0,0,8,0,0,0,1,1,1,37,2,0,2,1,1,1,0,0,0,0,4,0,3,16,20,56,0,8,1,7,0,0,0,0,7,120653,2009,2056,************,72,80,0,0,0,0,12,12,1,0,72706,1990,FHS,***,RS,,,1340,,,103,3,16,20,48,16,12,1,0,3
12,1,1,0,23,1,1,11,3,20,0,0,9,0,1,1,1,24,2,0,2,1,1,1,0,0,0,0,4,0,3,22,3,13,999,99,1,6,0,0,0,0,7,120654,2009,313,************,35,30,0,0,0,0,11,11,1,0,35472,2004,FCX,FRT,CW,1161,0,,,1,57,3,22,99,99,13,30,0,0,1
12,1,2,0,41,2,2,13,0,1,1,9,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,3,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120654,8888,8888,************,35,30,0,0,0,0,11,11,1,0,35472,2004,FCX,FRT,CW,1161,0,,,1,57,3,22,99,99,13,30,0,0,1
12,1,1,0,53,1,1,11,99,0,8,0,0,0,0,1,1,0,2,0,2,1,1,1,0,0,0,0,4,0,3,24,6,58,0,0,1,7,0,0,0,0,7,120655,2009,658,************,72,80,0,0,0,0,99,99,3,0,72706,2003,FCI,***,RS,,,1450,,,103,3,24,6,58,13,1,0,0,2
12,2,1,0,40,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120655,8888,8888,************,35,31,0,0,0,0,12,14,1,0,35481,2007,TXS,TTN,CW,1398,0,,,2,103,3,24,6,58,13,1,0,0,2
12,1,1,0,22,1,1,11,0,99,0,0,9,0,1,1,1,23,2,1,2,1,3,407,1,402,0,0,4,0,3,24,3,50,23,55,1,4,0,0,0,0,7,120656,2009,350,************,37,2,0,0,0,0,2,12,1,0,37032,2002,UEX,***,CP,1051,0,,3082,,86,3,23,3,55,13,23,0,0,2
12,2,1,0,75,1,1,11,3,0,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120656,8888,8888,************,23,62,0,0,0,0,4,4,2,0,23881,1982,C7D,C6V,CC,1250,2540,,,6,86,3,23,3,55,13,23,0,0,2
12,1,1,0,68,1,1,11,3,1,0,0,0,0,0,1,1,0,2,0,2,1,1,1,0,0,0,0,4,1,3,26,9,43,0,50,1,7,0,0,0,0,0,120657,2009,943,************,42,1,0,0,0,0,10,10,2,0,42047,2008,K50,***,CV,1069,0,,3845,,11,3,26,8,53,15,12,5,0,2
12,2,1,0,55,1,1,11,99,1,0,0,0,0,0,1,1,0,2,1,2,1,1,407,1,417,1,189,3,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120657,8888,8888,************,58,15,0,0,0,0,12,12,1,0,58421,2006,IFX,***,UT,1122,0,,4045,,11,3,26,8,53,15,12,5,0,2
12,0,1,1,49,1,5,0,0,0,8,0,0,12,1,1,1,13,2,1,2,1,1,407,0,402,0,0,4,0,3,26,22,10,0,5,2,7,3,0,0,0,7,120658,2009,2210,************,,,,,,,,,,,,,,,,,,,,,86,3,26,22,5,13,8,0,0,1
12,1,1,0,47,2,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120658,8888,8888,************,20,4,0,0,0,0,12,12,1,0,20037,2006,MLT,***,4D,1063,0,,3316,,86,3,26,22,5,13,8,0,0,1
12,0,1,1,15,2,5,0,0,0,8,0,0,12,0,1,1,0,2,0,2,1,1,1,0,0,0,0,4,1,3,27,22,25,0,55,1,7,3,0,0,0,0,120659,2009,2225,************,,,,,,,,,,,,,,,,,,,,,103,3,27,21,30,16,8,0,0,1
12,1,1,0,41,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120659,8888,8888,************,7,31,0,0,0,0,12,12,1,0,7482,2004,SQ1,RPC,CW,1405,1605,,,2,103,3,27,21,30,16,8,0,0,1
12,0,1,1,62,1,5,0,0,0,8,0,0,12,1,1,1,34,2,0,2,1,1,1,0,0,0,0,4,0,4,2,0,15,0,13,1,7,0,0,0,0,7,120660,2009,15,************,,,,,,,,,,,,,,,,,,,,,57,4,2,0,2,16,8,0,0,1
12,1,1,0,999,9,1,11,99,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120660,8888,8888,************,99,99,0,0,0,0,99,99,1,0,99999,9999,999,999,99,9999,9999,9999,9999,9,57,4,2,0,2,16,8,0,0,1
12,0,1,1,40,2,5,0,0,0,8,0,0,12,1,1,1,14,2,1,2,1,1,300,1,367,0,0,4,0,4,3,99,99,999,99,1,4,3,0,0,0,7,120661,2009,9999,************,,,,,,,,,,,,,,,,,,,,,86,4,3,21,59,14,8,0,0,1
12,1,1,0,26,1,1,11,3,20,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,0,0,88,88,88,88,999,99,0,0,0,0,0,8,0,120661,8888,8888,************,35,15,0,0,0,0,12,12,1,0,35421,2005,ARM,***,UT,1232,0,,4986,,86,4,3,21,59,14,8,0,0,1
12,1,1,0,20,1,1,11,0,99,0,0,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,4,1,4,12,7,24,211,29,1,7,0,0,0,0,0,120662,2009,724,************,35,2,0,0,0,0,3,3,1,0,35032,1995,2/S,***,CP,994,0,,2659,,115,4,3,11,55,6,42,0,0,1
12,1,1,0,17,2,1,11,0,99,1,9,0,0,1,1,1,11,2,0,2,1,1,1,0,0,0,0,4,0,4,4,1,54,0,13,1,7,0,0,0,0,7,120664,2009,154,************,12,14,2,0,0,0,14,13,1,0,12401,1998,EPR,***,UT,1115,0,,3911,,115,4,4,1,41,16,1,0,0,1
12,1,2,0,20,2,2,13,0,99,1,9,0,0,0,9,0,96,0,8,0,8,0,0,0,0,0,0,2,1,88,88,88,88,999,99,0,0,0,0,0,8,0,120664,8888,8888,************,12,14,2,0,0,0,14,13,1,0,12401,1998,EPR,***,UT,1115,0,,3911,,115,4,4,1,41,16,1,0,0,1
